kernel_name,total_bytes_read_mb,total_bytes_written_mb,total_bytes_mb,total_flops_m,arithmetic_intensity,num_nodes,count_unique_ops,architecture,power_consumption
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.0,1024.42,768.211,1792.63,402.653,0.2142,3,3,h100,124.0
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.0,704.01,608.005,1312.02,150.995,0.1098,3,3,h100,204.0
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.0,96.4224,64.2112,160.633,47110.4,279.692,6,2,h100,180.5
4_Conv2d_Mish_Mish.py_variable_multiplier_1.0,4096.56,3072.28,7168.85,1611.06,0.2143,3,3,h100,296.3333333333333
50_ConvTranspose3d_Scaling_AvgPool_BiasAdd_Scaling.py_variable_multiplier_1.0,72.0101,48.0051,120.015,9263.94,73.6139,11,5,h100,252.5
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.0,704.125,384.062,1088.19,503.317,0.4411,3,3,h100,297.0
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.0,1024.57,768.283,1792.85,403.096,0.2144,4,4,h100,220.5
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.0,704.062,384.031,1088.09,503.317,0.4411,5,5,h100,301.0
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.0,3072.28,2048.14,5120.42,1610.83,0.3,4,4,h100,295.0
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.0,8240.25,4128.12,12368.4,412323.0,31.7925,15,8,h100,300.0
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.0,8240.25,4128.12,12368.4,412367.0,31.7959,8,6,h100,303.5
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.0,640.036,576.018,1216.05,100.691,0.079,3,3,h100,184.0
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.0,72.01,48.005,120.015,8626.2,68.5463,19,11,h100,220.66666666666663
59_Matmul_Swish_Scaling.py_variable_multiplier_1.0,8240.25,4128.12,12368.4,412392.0,31.7979,6,5,h100,303.0
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.0,1536.5,1024.25,2560.75,805.306,0.2999,3,3,h100,287.3333333333333
60_ConvTranspose3d_Swish_GroupNorm_HardSwish.py_variable_multiplier_1.0,72.0103,48.0051,120.015,21760.9,172.918,7,5,h100,237.66666666666663
61_ConvTranspose3d_ReLU_GroupNorm.py_variable_multiplier_1.0,385.69,256.845,642.534,201.327,0.2988,5,5,h100,208.5
62_Matmul_GroupNorm_LeakyReLU_Sum.py_variable_multiplier_1.0,608.188,320.094,928.281,206435.0,212.082,8,4,h100,209.0
63_Gemm_ReLU_Divide.py_variable_multiplier_1.0,608.062,320.031,928.094,206209.0,211.892,5,5,h100,125.0
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.0,608.062,320.031,928.094,206159.0,211.841,14,7,h100,208.0
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.0,5760.04,5184.02,10944.1,905.997,0.0789,4,4,h100,315.0
66_Matmul_Dropout_Softmax.py_variable_multiplier_1.0,2072.12,1040.06,3112.19,103111.0,31.5964,7,4,h100,125.0
67_Conv2d_GELU_GlobalAvgPool.py_variable_multiplier_1.0,2560.04,2304.02,4864.05,402.681,0.079,3,3,h100,282.0
68_Matmul_Min_Subtract.py_variable_multiplier_1.0,2072.12,1040.06,3112.19,103092.0,31.5906,6,5,h100,125.0
69_Conv2d_HardSwish_ReLU.py_variable_multiplier_1.0,640.036,576.018,1216.05,100.691,0.079,3,3,h100,124.0
6_Conv3d_Softmax_MaxPool_MaxPool.py_variable_multiplier_1.0,176.01,152.005,328.015,6668.22,19.3872,9,4,h100,125.0
70_Gemm_Sigmoid_Scaling_ResidualAdd.py_variable_multiplier_1.0,608.062,320.031,928.094,206309.0,211.996,7,6,h100,202.5
71_Conv2d_Divide_LeakyReLU.py_variable_multiplier_1.0,640.036,576.018,1216.05,100.691,0.079,3,3,h100,125.0
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py_variable_multiplier_1.0,72.0103,48.0051,120.015,11430.1,90.8264,8,2,h100,214.33333333333331
73_Conv2d_BatchNorm_Scaling.py_variable_multiplier_1.0,640.037,576.018,1216.05,100.691,0.079,4,4,h100,174.5
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py_variable_multiplier_1.0,48.106,32.053,80.1589,11903.4,141.619,9,3,h100,124.0
75_Gemm_GroupNorm_Min_BiasAdd.py_variable_multiplier_1.0,608.25,320.125,928.375,206385.0,212.009,10,5,h100,123.0
76_Gemm_Add_ReLU.py_variable_multiplier_1.0,608.062,320.031,928.094,206209.0,211.892,6,5,h100,211.5
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py_variable_multiplier_1.0,199.815,131.908,331.723,100.663,0.2894,5,5,h100,257.0
78_ConvTranspose3d_Max_Max_Sum.py_variable_multiplier_1.0,193.954,128.977,322.93,100.663,0.2973,5,4,h100,362.8333333333333
79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py_variable_multiplier_1.0,176.01,152.005,328.015,6894.72,20.0458,13,6,h100,125.0
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py_variable_multiplier_1.0,1536.05,1280.03,2816.08,402.653,0.1364,3,3,h100,262.0
80_Gemm_Max_Subtract_GELU.py_variable_multiplier_1.0,608.062,320.031,928.094,206158.0,211.841,14,8,h100,203.0
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py_variable_multiplier_1.0,608.062,320.031,928.094,206561.0,212.254,13,8,h100,125.0
82_Conv2d_Tanh_Scaling_BiasAdd_Max.py_variable_multiplier_1.0,2560.04,2304.02,4864.05,402.681,0.079,4,4,h100,294.0
83_Conv3d_GroupNorm_Min_Clamp_Dropout.py_variable_multiplier_1.0,704.01,608.005,1312.02,150.995,0.1098,5,5,h100,204.0
84_Gemm_BatchNorm_Scaling_Softmax.py_variable_multiplier_1.0,608.188,320.094,928.281,206410.0,212.056,8,3,h100,204.0
85_Conv2d_GroupNorm_Scale_MaxPool_Clamp.py_variable_multiplier_1.0,640.037,576.019,1216.06,100.691,0.079,5,5,h100,125.0
86_Matmul_Divide_GELU.py_variable_multiplier_1.0,608.062,320.031,928.094,206536.0,212.229,6,5,h100,125.0
87_Conv2d_Subtract_Subtract_Mish.py_variable_multiplier_1.0,2560.04,2304.02,4864.05,402.681,0.079,3,3,h100,293.5
88_Gemm_GroupNorm_Swish_Multiply_Swish.py_variable_multiplier_1.0,608.25,320.125,928.375,206637.0,212.268,10,4,h100,209.0
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py_variable_multiplier_1.0,72.0101,48.0051,120.015,9367.98,74.4406,22,10,h100,244.0
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py_variable_multiplier_1.0,1024.03,768.013,1792.04,402.653,0.2143,5,5,h100,125.0
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.0,2560.11,2304.05,4864.16,402.653,0.0789,3,3,h100,306.3333333333333
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.0,385.002,256.501,641.503,201.327,0.2993,3,3,h100,241.0
92_Conv2d_GroupNorm_Tanh_HardSwish_ResidualAdd_LogSumExp.py_variable_multiplier_1.0,640.037,576.018,1216.05,100.691,0.079,6,6,h100,222.0
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.0,385.001,256.5,641.501,201.327,0.2993,3,3,h100,252.0
94_Gemm_BiasAdd_Hardtanh_Mish_GroupNorm.py_variable_multiplier_1.0,608.25,320.125,928.375,206737.0,212.371,11,4,h100,210.5
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.0,608.125,320.062,928.188,206863.0,212.543,13,9,h100,206.0
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.0,72.01,48.005,120.015,8998.27,71.5029,11,5,h100,245.5
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.0,608.188,320.094,928.281,206435.0,212.082,11,7,h100,206.0
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.0,608.062,320.031,928.094,206185.0,211.868,15,8,h100,203.5
99_Matmul_GELU_Softmax.py_variable_multiplier_1.0,608.062,320.031,928.094,206637.0,212.332,7,5,h100,125.0
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.0,608.062,320.031,928.094,206234.0,211.918,8,6,h100,205.5
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.1,714.657,476.129,1190.79,373.712,0.32923,3,3,h100,363.5
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226857.0,233.11,6,4,h100,257.0
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.1,1689.83,1126.52,2816.35,885.837,0.33,3,3,h100,374.5
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.1,668.8,352.0,1020.8,453576.0,466.125,12,8,h100,251.0
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.1,52.9168,35.2584,88.1752,12998.2,154.643,13,6,h100,165.0
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.1,1689.91,1126.55,2816.46,885.837,0.33,3,3,h100,385.3333333333333
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,h100,291.0
18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,23,8,h100,125.0
1_Conv2D_ReLU_BiasAdd.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,3,3,h100,313.0
20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py_variable_multiplier_1.1,106.065,70.6325,176.698,49606.9,294.512,13,7,h100,236.0
22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py_variable_multiplier_1.1,668.869,352.034,1020.9,226885.0,233.139,15,9,h100,256.5
24_Conv3d_Min_Softmax.py_variable_multiplier_1.1,396.017,356.408,752.425,16313.4,22.7444,8,5,h100,124.0
25_Conv2d_Min_Tanh_Tanh.py_variable_multiplier_1.1,3379.28,2816.04,6195.32,885.898,0.15004,3,3,h100,309.0
26_ConvTranspose3d_Add_HardSwish.py_variable_multiplier_1.1,3590.87,2393.83,5984.7,1882.4,0.33,3,3,h100,245.33333333333331
28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py_variable_multiplier_1.1,774.469,422.434,1196.9,553.648,0.48521,4,4,h100,254.0
29_Matmul_Mish_Mish.py_variable_multiplier_1.1,668.869,352.034,1020.9,227439.0,233.707,4,3,h100,253.0
2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py_variable_multiplier_1.1,1689.91,1126.56,2816.47,885.837,0.33,3,3,h100,339.0
31_Conv2d_Min_Add_Multiply.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,3,3,h100,300.0
32_Conv2d_Scaling_Min.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,h100,406.0
33_Gemm_Scale_BatchNorm.py_variable_multiplier_1.1,669.075,352.138,1021.21,226913.0,233.096,6,3,h100,255.0
35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,h100,284.6666666666667
36_ConvTranspose2d_Min_Sum_GELU_Add.py_variable_multiplier_1.1,211.82,141.11,352.93,110.73,0.32912,3,3,h100,175.5
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py_variable_multiplier_1.1,1690.07,1126.63,2816.7,885.837,0.32989,4,4,h100,231.0
39_Gemm_Scale_BatchNorm.py_variable_multiplier_1.1,985.738,633.669,1619.41,553.648,0.3586,4,4,h100,411.3333333333333
40_Matmul_Scaling_ResidualAdd.py_variable_multiplier_1.1,985.634,633.617,1619.25,553.648,0.35871,3,3,h100,442.0
41_Gemm_BatchNorm_GELU_ReLU.py_variable_multiplier_1.1,985.703,633.652,1619.35,553.648,0.35871,4,4,h100,451.3333333333333
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py_variable_multiplier_1.1,3379.82,2253.11,5632.93,1771.67,0.33,3,3,h100,362.0
43_Conv3d_Max_LogSumExp_ReLU.py_variable_multiplier_1.1,1126.86,845.032,1971.9,442.919,0.23562,4,4,h100,256.3333333333333
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py_variable_multiplier_1.1,211.82,141.11,352.93,110.73,0.32912,3,3,h100,181.5
45_Gemm_Sigmoid_LogSumExp.py_variable_multiplier_1.1,668.843,475.221,1144.06,304.507,0.27918,4,3,h100,336.0
46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py_variable_multiplier_1.1,2253.42,1689.91,3943.33,886.324,0.23584,4,4,h100,301.0
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.1,1126.86,845.032,1971.9,442.919,0.23562,3,3,h100,270.6666666666667
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.1,774.411,668.806,1443.22,166.094,0.12078,3,3,h100,214.5
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.1,106.065,70.6323,176.697,51821.5,307.662,6,2,h100,210.5
4_Conv2d_Mish_Mish.py_variable_multiplier_1.1,4506.22,3379.51,7885.73,1772.16,0.23573,3,3,h100,439.3333333333333
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.1,774.538,422.469,1197.01,553.648,0.48521,3,3,h100,261.3333333333333
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.1,1127.02,845.111,1972.13,443.405,0.23584,4,4,h100,273.5
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.1,774.469,422.434,1196.9,553.648,0.48521,5,5,h100,344.0
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.1,3379.51,2252.96,5632.47,1771.92,0.33,4,4,h100,313.3333333333333
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453555.0,34.9718,15,8,h100,357.5
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453604.0,34.9755,8,6,h100,359.0
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,h100,217.0
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.1,79.211,52.8055,132.017,9488.82,75.4009,19,11,h100,259.0
59_Matmul_Swish_Scaling.py_variable_multiplier_1.1,9064.28,4540.94,13605.2,453632.0,34.9777,6,5,h100,355.6666666666667
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.1,1690.15,1126.68,2816.83,885.837,0.32989,3,3,h100,403.6666666666667
63_Gemm_ReLU_Divide.py_variable_multiplier_1.1,668.869,352.034,1020.9,226830.0,233.082,5,5,h100,254.0
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,14,7,h100,253.0
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.1,6336.04,5702.42,12038.5,996.597,0.08679,4,4,h100,407.5
66_Matmul_Dropout_Softmax.py_variable_multiplier_1.1,2279.34,1144.07,3423.41,113422.0,34.756,7,4,h100,206.0
67_Conv2d_GELU_GlobalAvgPool.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,3,3,h100,333.6666666666667
69_Conv2d_HardSwish_ReLU.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,h100,193.0
6_Conv3d_Softmax_MaxPool_MaxPool.py_variable_multiplier_1.1,193.611,167.206,360.817,7335.04,21.3259,9,4,h100,125.0
70_Gemm_Sigmoid_Scaling_ResidualAdd.py_variable_multiplier_1.1,668.869,352.034,1020.9,226940.0,233.195,7,6,h100,125.0
71_Conv2d_Divide_LeakyReLU.py_variable_multiplier_1.1,704.039,633.62,1337.66,110.76,0.0869,3,3,h100,191.5
72_ConvTranspose3d_BatchNorm_AvgPool_AvgPool.py_variable_multiplier_1.1,79.2113,52.8056,132.017,12573.1,99.909,8,2,h100,244.33333333333331
73_Conv2d_BatchNorm_Scaling.py_variable_multiplier_1.1,704.04,633.62,1337.66,110.76,0.0869,4,4,h100,203.5
74_ConvTranspose3d_LeakyReLU_Multiply_LeakyReLU_Max.py_variable_multiplier_1.1,52.9166,35.2583,88.1748,13093.8,155.78,9,3,h100,125.0
76_Gemm_Add_ReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226830.0,233.082,6,5,h100,244.0
77_ConvTranspose3d_Scale_BatchNorm_GlobalAvgPool.py_variable_multiplier_1.1,219.797,145.098,364.895,110.73,0.31834,5,5,h100,276.6666666666667
78_ConvTranspose3d_Max_Max_Sum.py_variable_multiplier_1.1,213.349,141.874,355.223,110.73,0.32703,5,4,h100,379.57142857142856
79_Conv3d_Multiply_InstanceNorm_Clamp_Multiply_Max.py_variable_multiplier_1.1,193.611,167.206,360.817,7584.19,22.0504,13,6,h100,124.0
7_Conv3d_ReLU_LeakyReLU_GELU_Sigmoid_BiasAdd.py_variable_multiplier_1.1,1689.66,1408.03,3097.69,442.919,0.15004,3,3,h100,257.0
80_Gemm_Max_Subtract_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226774.0,233.025,14,8,h100,247.5
81_Gemm_Swish_Divide_Clamp_Tanh_Clamp.py_variable_multiplier_1.1,668.869,352.034,1020.9,227217.0,233.48,13,8,h100,124.0
82_Conv2d_Tanh_Scaling_BiasAdd_Max.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,4,4,h100,369.0
84_Gemm_BatchNorm_Scaling_Softmax.py_variable_multiplier_1.1,669.006,352.103,1021.11,227051.0,233.262,8,3,h100,254.0
86_Matmul_Divide_GELU.py_variable_multiplier_1.1,668.869,352.034,1020.9,227190.0,233.451,6,5,h100,254.0
87_Conv2d_Subtract_Subtract_Mish.py_variable_multiplier_1.1,2816.04,2534.42,5350.46,442.949,0.0869,3,3,h100,368.3333333333333
89_ConvTranspose3d_MaxPool_Softmax_Subtract_Swish_Max.py_variable_multiplier_1.1,79.2111,52.8056,132.017,10304.8,81.8847,22,10,h100,234.0
8_Conv3d_Divide_Max_GlobalAvgPool_BiasAdd_Sum.py_variable_multiplier_1.1,1126.43,844.815,1971.24,442.919,0.23573,5,5,h100,216.5
90_Conv3d_LeakyReLU_Sum_Clamp_GELU.py_variable_multiplier_1.1,2816.12,2534.46,5350.58,442.919,0.08679,3,3,h100,360.0
91_ConvTranspose2d_Softmax_BiasAdd_Scaling_Sigmoid.py_variable_multiplier_1.1,423.502,282.151,705.653,221.459,0.32923,3,3,h100,278.0
93_ConvTranspose2d_Add_Min_GELU_Multiply.py_variable_multiplier_1.1,423.501,282.151,705.652,221.459,0.32923,3,3,h100,248.0
95_Matmul_Add_Swish_Tanh_GELU_Hardtanh.py_variable_multiplier_1.1,668.938,352.069,1021.01,227549.0,233.798,13,9,h100,124.0
96_ConvTranspose3d_Multiply_Max_GlobalAvgPool_Clamp.py_variable_multiplier_1.1,79.211,52.8055,132.017,9898.1,78.6532,11,5,h100,249.0
97_Matmul_BatchNorm_BiasAdd_Divide_Swish.py_variable_multiplier_1.1,669.006,352.103,1021.11,227079.0,233.291,11,7,h100,253.0
98_Matmul_AvgPool_GELU_Scale_Max.py_variable_multiplier_1.1,668.869,352.034,1020.9,226804.0,233.055,15,8,h100,252.0
99_Matmul_GELU_Softmax.py_variable_multiplier_1.1,668.869,352.034,1020.9,227300.0,233.565,7,5,h100,252.5
9_Matmul_Subtract_Multiply_ReLU.py_variable_multiplier_1.1,668.869,352.034,1020.9,226857.0,233.11,8,6,h100,255.5
100_ConvTranspose3d_Clamp_Min_Divide.py_variable_multiplier_1.2,779.626,519.413,1299.04,407.686,0.35916,3,3,h100,336.5
11_ConvTranspose2d_BatchNorm_Tanh_MaxPool_GroupNorm.py_variable_multiplier_1.2,347.481,192.94,540.421,241.592,0.51156,7,7,h100,199.66666666666663
12_Gemm_Multiply_LeakyReLU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247481.0,254.302,6,4,h100,200.5
13_ConvTranspose3d_Mean_Add_Softmax_Tanh_Scaling.py_variable_multiplier_1.2,1843.45,1228.93,3072.38,966.368,0.36,3,3,h100,323.0
14_Gemm_Divide_Sum_Scaling.py_variable_multiplier_1.2,729.6,384.0,1113.6,494810.0,508.5,12,8,h100,202.0
15_ConvTranspose3d_BatchNorm_Subtract.py_variable_multiplier_1.2,57.7274,38.4637,96.1912,14179.9,168.702,13,6,h100,141.5
16_ConvTranspose2d_Mish_Add_Hardtanh_Scaling.py_variable_multiplier_1.2,1843.54,1228.97,3072.51,966.368,0.36,3,3,h100,302.0
17_Conv2d_InstanceNorm_Divide.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,h100,254.5
18_Matmul_Sum_Max_AvgPool_LogSumExp_LogSumExp.py_variable_multiplier_1.2,729.675,384.037,1113.71,247390.0,254.209,23,8,h100,201.5
1_Conv2D_ReLU_BiasAdd.py_variable_multiplier_1.2,2458.28,1843.54,4301.82,966.898,0.25728,3,3,h100,225.33333333333331
20_ConvTranspose3d_Sum_ResidualAdd_Multiply_ResidualAdd.py_variable_multiplier_1.2,115.707,77.0537,192.761,54116.6,321.286,13,7,h100,215.0
22_Matmul_Scale_ResidualAdd_Clamp_LogSumExp_Mish.py_variable_multiplier_1.2,729.675,384.037,1113.71,247511.0,254.333,15,9,h100,202.5
24_Conv3d_Min_Softmax.py_variable_multiplier_1.2,432.018,388.809,820.827,17796.5,24.812,8,5,h100,101.0
25_Conv2d_Min_Tanh_Tanh.py_variable_multiplier_1.2,3686.48,3072.04,6758.53,966.434,0.16368,3,3,h100,248.0
26_ConvTranspose3d_Add_HardSwish.py_variable_multiplier_1.2,3917.31,2611.45,6528.76,2053.53,0.36,3,3,h100,259.0
28_BMM_InstanceNorm_Sum_ResidualAdd_Multiply.py_variable_multiplier_1.2,844.875,460.837,1305.71,603.98,0.52932,4,4,h100,202.5
29_Matmul_Mish_Mish.py_variable_multiplier_1.2,729.675,384.037,1113.71,248115.0,254.954,4,3,h100,200.0
2_ConvTranspose2d_BiasAdd_Clamp_Scaling_Clamp_Divide.py_variable_multiplier_1.2,1843.54,1228.97,3072.51,966.368,0.36,3,3,h100,311.0
31_Conv2d_Min_Add_Multiply.py_variable_multiplier_1.2,2458.28,1843.54,4301.82,966.898,0.25728,3,3,h100,237.0
32_Conv2d_Scaling_Min.py_variable_multiplier_1.2,4915.88,3686.74,8602.61,1933.27,0.25716,3,3,h100,336.3333333333333
33_Gemm_Scale_BatchNorm.py_variable_multiplier_1.2,729.9,384.15,1114.05,247541.0,254.287,6,3,h100,201.0
35_Conv2d_Subtract_HardSwish_MaxPool_Mish.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,h100,245.66666666666663
36_ConvTranspose2d_Min_Sum_GELU_Add.py_variable_multiplier_1.2,231.076,153.938,385.014,120.796,0.35904,3,3,h100,152.5
38_ConvTranspose3d_AvgPool_Clamp_Softmax_Multiply.py_variable_multiplier_1.2,1843.71,1229.05,3072.76,966.368,0.35988,4,4,h100,213.5
39_Gemm_Scale_BatchNorm.py_variable_multiplier_1.2,1075.35,691.275,1766.62,603.98,0.3912,4,4,h100,322.0
40_Matmul_Scaling_ResidualAdd.py_variable_multiplier_1.2,1075.24,691.219,1766.46,603.98,0.39132,3,3,h100,318.25
41_Gemm_BatchNorm_GELU_ReLU.py_variable_multiplier_1.2,1075.31,691.256,1766.57,603.98,0.39132,4,4,h100,324.25
42_ConvTranspose2d_GlobalAvgPool_BiasAdd_LogSumExp_Sum_Multiply.py_variable_multiplier_1.2,3687.08,2457.94,6145.02,1932.74,0.36,3,3,h100,283.5
43_Conv3d_Max_LogSumExp_ReLU.py_variable_multiplier_1.2,1229.31,921.853,2151.16,483.184,0.25704,4,4,h100,207.66666666666663
44_ConvTranspose2d_Multiply_GlobalAvgPool_GlobalAvgPool_Mean.py_variable_multiplier_1.2,231.076,153.938,385.014,120.796,0.35904,3,3,h100,101.0
45_Gemm_Sigmoid_LogSumExp.py_variable_multiplier_1.2,729.647,518.423,1248.07,332.189,0.30456,4,3,h100,260.0
46_Conv2d_Subtract_Tanh_Subtract_AvgPool.py_variable_multiplier_1.2,2458.28,1843.54,4301.81,966.898,0.25728,4,4,h100,249.0
47_Conv3d_Mish_Tanh.py_variable_multiplier_1.2,1229.31,921.853,2151.16,483.184,0.25704,3,3,h100,222.66666666666663
48_Conv3d_Scaling_Tanh_Multiply_Sigmoid.py_variable_multiplier_1.2,844.812,729.606,1574.42,181.194,0.13176,3,3,h100,181.5
49_ConvTranspose3d_Softmax_Sigmoid.py_variable_multiplier_1.2,115.707,77.0534,192.76,56532.5,335.631,6,2,h100,186.0
4_Conv2d_Mish_Mish.py_variable_multiplier_1.2,4915.88,3686.74,8602.61,1933.27,0.25716,3,3,h100,352.0
51_Gemm_Subtract_GlobalAvgPool_LogSumExp_GELU_ResidualAdd.py_variable_multiplier_1.2,844.95,460.875,1305.83,603.98,0.52932,3,3,h100,238.0
52_Conv2d_Activation_BatchNorm.py_variable_multiplier_1.2,1229.48,921.939,2151.42,483.715,0.25728,4,4,h100,225.0
53_Gemm_Scaling_Hardtanh_GELU.py_variable_multiplier_1.2,844.875,460.837,1305.71,603.98,0.52932,5,5,h100,235.0
54_Conv2d_Multiply_LeakyReLU_GELU.py_variable_multiplier_1.2,3686.74,2457.77,6144.51,1933.0,0.36,4,4,h100,285.3333333333333
55_Matmul_MaxPool_Sum_Scale.py_variable_multiplier_1.2,9888.3,4953.75,14842.0,494788.0,38.151,15,8,h100,292.0
56_Matmul_Sigmoid_Sum.py_variable_multiplier_1.2,9888.3,4953.75,14842.0,494841.0,38.1551,8,6,h100,294.3333333333333
57_Conv2d_ReLU_HardSwish.py_variable_multiplier_1.2,768.043,691.221,1459.26,120.829,0.0948,3,3,h100,191.5
58_ConvTranspose3d_LogSumExp_HardSwish_Subtract_Clamp.py_variable_multiplier_1.2,86.412,57.606,144.018,10351.4,82.2556,19,11,h100,217.5
59_Matmul_Swish_Scaling.py_variable_multiplier_1.2,9888.3,4953.75,14842.0,494871.0,38.1575,6,5,h100,291.0
5_ConvTranspose2d_Subtract_Tanh.py_variable_multiplier_1.2,1843.8,1229.1,3072.9,966.368,0.35988,3,3,h100,311.25
61_ConvTranspose3d_ReLU_GroupNorm.py_variable_multiplier_1.2,462.827,308.214,771.041,241.592,0.35856,5,5,h100,221.5
63_Gemm_ReLU_Divide.py_variable_multiplier_1.2,729.675,384.037,1113.71,247451.0,254.271,5,5,h100,203.0
64_Gemm_LogSumExp_LeakyReLU_LeakyReLU_GELU_GELU.py_variable_multiplier_1.2,729.675,384.037,1113.71,247390.0,254.209,14,7,h100,203.5
65_Conv2d_AvgPool_Sigmoid_Sum.py_variable_multiplier_1.2,6912.04,6220.82,13132.9,1087.2,0.09468,4,4,h100,317.0
